QQNO,system,animal_type,breed,age,live_weight_LW,mature_weight_MW,weight_gain_WG,milk_yield,milk_fat,kg_FPCM_year,Cfi,Ca,Cp,C,dig_energy,Ym,NEm,NEa,NEl,NEp,NEg,REM,REG,GE,EntFerm kgCH4,ASH,VS,bo,mms_pasture,mms_spread,mms_drylot,mms_solidstore,mms_composted,mms_liquid,mms_biogas,mms_burn,MMS%sold,MCFpasture,MCFspread,MCFdrylot,MCFsolidstore,MCFcomposted,MCFliquid,MCFbiogas,MCFburn,MCFsold,Sum of MCF*MMS,MMCH4EF,CP%,N_intake,N_retention,Nex,EF3pasture dep,EF3spread,EF3drylot,EF3solidstore,EF3composted,EF3liquid,EF3biogas,EF3burn,EF3sold,Fracgas/100pasture dep,Fracgas/100spread,Fracgas/100drylot,Fracgas/100solidstore,Fracgas/100composted,Fracgas/100liquid,Fracgas/100biogas,Fracgas/100burn,Fracgas/100sold,Fracleach/100pasture dep,Fracleach/100spread,Fracleach/100drylot,Fracleach/100solidstore,Fracleach/100composted,Fracleach/100liquid,Fracleach/100biogas,Fracleach/100burn,Fracleach/100sold,N2O_direct (kgN2O),EF4,N_volat (kgN2O),EF5,N_leach kgN2O,feed_kgCO2,feed transport_kgCO2,% of year present,EntFerm_kgCO2e,MMCH4_kgCO2e,N2O_direct_kgCO2e,N_volat_kgCO2e,Nleach_kgCO2e,feed_kgCO2,feed_transport_kgCO2,On-farm total kgCO2e,ann FPCM adjusted
121,1,7,1,7,131.1296978,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,59.36737762,6.5,12.47761746,0,0,0,4.822561191,0.491909999,0.273788991,72.39633279,30.86438446,0.08,1.61124072,0.135,0,0.583333333,0,0.416666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.019583333,1.041713952,6.144988036,0.038579911,0.012572572,13.90462473,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.109250623,0.01,0.03623479,0.0075,0.049,127.4294418,0,1,771.6096116,26.0428488,32.55668563,10.7979674,14.65050853,127.4294418,0,983.0870637,0
122,1,6,1,75.48446896,446.9961568,348.7317615,0,12.372,4,4563.647268,0.386,0,0,0.8,56.2957002,6.5,37.52452008,0,37.98204,0,0,0.477134265,0.25061826,281.1051835,119.8422368,0.08,6.686792342,0.17,0,0.583333333,0,0.416666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.019583333,5.444036661,10.2234671,0.249224463,0.063993103,85.14567304,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.669001717,0.01,0.221885569,0.0075,0.301,430.0662159,0,1,2996.05592,136.1009165,199.3625116,66.12189968,89.71313022,430.0662159,0,3917.420594,4563.647268
122,1,3,1,12,237.8354272,483.2014829,0.145692495,0,0,0,0.322,0,0,1.2,58.18516112,6.5,19.50128734,0,0,0,1.364059087,0.486489779,0.26527151,77.73087107,33.13863282,0.08,1.775788156,0.135,0,0.583333333,0,0.416666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.019583333,1.148098652,9.069497174,0.06113647,0.004713001,22.2096417,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.174504328,0.01,0.057877269,0.0075,0.079,194.2046165,0,1,828.4658204,28.70246629,52.00228964,17.24742606,23.40103034,194.2046165,0,1144.023649,0
123,1,5,1,53.69212488,344.4694964,348.7317615,0,6.882713715,4,2538.819725,0.386,0,0,0.8,56.69728749,6.5,30.86387008,0,21.12993111,0,0,0.479197684,0.253845184,191.3703172,81.58599775,0.08,4.513901512,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,4.222320401,11.64246729,0.193216057,0.035600243,68.0131942,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.534389383,0.01,0.197724072,0.0075,0.24,401.0490775,5.41255147,1,2039.649944,105.55801,159.2480361,58.92177337,71.66161627,401.0490775,5.41255147,2841.501009,2538.819725
123,1,5,1,30,352.0322539,348.7317615,0,3.81043464,4,1405.551215,0.364300002,0,0.044041922,0.8,56.68438155,6.5,29.60710991,0,11.69803434,1.303954017,0,0.479132019,0.253742451,156.8858359,66.88439275,0.08,3.701516706,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,3.462412608,11.63857256,0.158345989,0.019709145,56.6571706,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.445163483,0.01,0.164710489,0.0075,0.2,404.5996818,5.528106732,1,1672.109819,86.56031519,132.658718,49.08372566,59.69642311,404.5996818,5.528106732,2410.236789,1405.551215
124,1,4,3,35.60278604,292.9881671,348.7317615,0,9.013473506,4,3324.790959,0.375479452,0,0.06975089,0.8,55.54137538,6.5,26.59033055,0,27.67136366,1.854699213,0,0.473143313,0.244384394,213.5405786,91.03773992,0.08,5.159919848,0.17,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,6.703622744,11.75010287,0.217593389,0.046621415,75.7188402,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.594933744,0.01,0.288542866,0.0075,0.268,1049.102029,0,1,2275.943498,167.5905686,177.2902558,85.98577408,79.78061513,1049.102029,0,3835.69274,3324.790959
124,1,9,1,30,357.9161096,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,53.92332602,6.5,26.49670108,0,0,0,6.057543226,0.464047541,0.230211287,154.6864547,65.94674103,0.08,3.862595398,0.135,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,3.985021567,10.59012075,0.142061635,0.004337701,51.62757632,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.405645242,0.01,0.196737943,0.0075,0.183,230.5971853,0,1,1648.668526,99.62553917,120.8822823,58.6279069,54.39702702,230.5971853,0,2212.798466,0
124,1,7,1,5,107.7398963,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,53.92332602,6.5,10.76808033,0,0,0,4.161830289,0.464047541,0.230211287,76.55870304,32.63890799,0.08,1.911707748,0.135,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,1.972299923,10.59012075,0.070310323,0.013315763,25.32154183,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.198954971,0.01,0.096493161,0.0075,0.09,93.61851541,0,0.416666667,339.9886249,20.54479086,24.70357563,11.98123418,11.11660903,39.00771475,0,447.3425493,0
125,1,5,1,42,426.8347192,348.7317615,0,5.765196319,4,2126.602201,0.386,0,0,0.8,55.26706852,6.5,36.24783801,0,17.6991527,0,0,0.471653724,0.2420601,206.9557639,88.23046717,0.08,5.029114458,0.17,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,6.53368406,11.44250368,0.205363,0.029819981,72.7222638,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.571389216,0.01,0.27712377,0.0075,0.257,925.4957747,1.323884239,1,2205.761679,163.3421015,170.2739862,82.58288332,76.62329381,925.4957747,1.323884239,3625.403603,2126.602201
125,1,5,1,46.59489804,347.2343096,348.7317615,0,3.419864398,4,1261.481961,0.375479452,0,0.072953737,0.8,55.49605769,6.5,30.2032132,0,10.4989837,2.203437262,0,0.472898651,0.244002545,163.487336,69.69877891,0.08,3.954145197,0.17,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,5.137114229,11.60939279,0.164595226,0.017688954,59.01455368,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.463685779,0.01,0.224887603,0.0075,0.209,880.8101026,1.119084467,1,1742.469473,128.4278557,138.1783621,67.01650562,62.18026295,880.8101026,1.119084467,3020.201646,1261.481961
125,1,5,1,36,366.4013192,348.7317615,0,5.765196319,4,2126.602201,0.386,0,0,0.8,55.42999879,6.5,32.32623131,0,17.6991527,0,0,0.472541001,0.243444414,190.987993,81.42300332,0.08,4.625574032,0.17,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,6.009415688,11.56124855,0.191484848,0.029819981,67.80779243,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.532775512,0.01,0.258396123,0.0075,0.24,891.7535325,1.169239513,1,2035.575083,150.2353922,158.7671025,77.00204474,71.44519615,891.7535325,1.169239513,3385.947591,2126.602201
125,1,5,1,30,342.5750725,348.7317615,0,3.53386591,4,1303.533584,0.386,0,0,0.8,55.51185161,6.5,30.73647955,0,10.84896834,0,0,0.472983983,0.244135721,158.3832445,67.52277584,0.08,3.829449019,0.17,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,4.975112462,11.62090352,0.159614647,0.018278617,57.19444606,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.449384933,0.01,0.217951693,0.0075,0.202,878.3782293,1.107938901,1,1688.069396,124.3778116,133.9167101,64.94960441,60.26251956,878.3782293,1.107938901,2951.06221,1303.533584
125,1,9,1,18,228.8412171,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.35153371,6.5,18.94552124,0,0,0,4.331230273,0.46652845,0.234072516,108.7611811,46.3676374,0.08,2.692596079,0.135,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,2.777938753,10.77525469,0.101630736,0.006279457,36.86228086,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.289632207,0.01,0.14047162,0.0075,0.13,132.2331113,0.606040141,1,1159.190935,69.44846883,86.31039761,41.86054284,38.83967892,132.2331113,0.606040141,1528.489175,0
125,1,8,1,5,113.3128805,483.2014829,0.342166925,0,0,0,0.322,0,0,1.2,54.35153371,6.5,11.18318042,0,0,0,1.99573908,0.46652845,0.234072516,59.79079667,25.49032616,0.08,1.48023829,0.135,0,0.25,0,0.75,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.03125,1.527154905,10.77525469,0.055870878,0.01242731,20.13944195,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.158238472,0.01,0.076745659,0.0075,0.071,78.12393013,0.358051302,0.416666667,265.5242309,15.90786359,19.64794366,9.529252677,8.841574648,32.55163755,0.149188042,352.1516911,0
126,1,5,1,54.54267769,354.693352,348.7317615,0,9.299062229,4,3430.135785,0.386,0,0,0.8,57.92545381,6.5,31.54838203,0,28.54812104,0,0,0.485255754,0.263335307,213.8006707,91.14862375,0.08,4.912036514,0.17,0,0.416666667,0,0.583333333,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.025416667,5.190351479,11.17677917,0.207228434,0.048098598,72.00027859,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.565716475,0.01,0.231000894,0.0075,0.255,1927.900032,0.530830536,1,2278.715594,129.758787,168.5835094,68.83826635,75.86257924,1927.900032,0.530830536,4650.189599,3430.135785
127,1,6,1,60,382.0805654,348.7317615,0,7.7325,4,2852.279543,0.386,0,0,0.8,46.55069762,6.5,33.35826969,0,23.738775,0,0,0.411272937,0.148717211,298.234103,127.1447277,0.08,8.543454674,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,7.99157954,4.035775661,0.10437775,0.03999569,36.57412796,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.287368148,0.01,0.106326215,0.0075,0.129,2664.444175,0.154458648,1,3178.618192,199.7894885,85.63570818,31.68521203,38.53606868,2664.444175,0.154458648,6198.863303,2852.279543
127,1,5,1,60,363.1078614,348.7317615,0,7.06773182,4,2607.067169,0.386,0,0,0.8,56.64420025,6.5,32.10805834,0,21.69793669,0,0,0.478927304,0.253422191,198.3378587,84.5564366,0.08,4.683497065,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,4.380960717,8.101890681,0.139352772,0.036557234,49.00432326,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.385033968,0.01,0.142462568,0.0075,0.173,3503.453781,1.180745922,1,2113.910915,109.5240179,114.7401226,42.45384536,51.63305517,3503.453781,1.180745922,5936.896483,2607.067169
127,1,5,1,36,247.0529143,348.7317615,0,4.124,4,1521.215756,0.386,0,0,0.8,61.22778529,6.5,24.05358372,0,12.66068,0,0,0.499823523,0.28626569,119.9691499,51.14587745,0.08,2.558720074,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,2.393436353,9.947163076,0.103488581,0.021331034,36.96758775,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.290459618,0.01,0.107470059,0.0075,0.131,2757.922632,1.137525841,1,1278.646936,59.83590882,86.55696619,32.02607749,38.95063478,2757.922632,1.137525841,4255.076682,1521.215756
128,1,5,1,55.91268168,407.2653819,348.7317615,0,11.2653336,4,4155.432338,0.380739726,0,0.1,0.8,58.8975904,6.5,34.5172601,0,34.58457414,3.45172601,0,0.489794137,0.270461477,251.5055764,107.223177,0.08,5.656383155,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,5.291002015,11.24489317,0.24525991,0.058268967,84.30363699,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.662385719,0.01,0.245082716,0.0075,0.298,1666.719206,9.264227216,1,2680.579425,132.2750504,197.3909443,73.0346494,88.82592494,1666.719206,9.264227216,4848.089428,4155.432338
128,1,9,1,26.39285714,247.0529143,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.82867617,6.5,20.06542476,0,0,0,4.587257013,0.469229455,0.23828011,113.105105,48.21956184,0.08,2.773227927,0.135,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,2.060010902,10.8292395,0.106219384,0.005991479,38.53778507,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.302796883,0.01,0.112034847,0.0075,0.136,118.1272901,0.102922334,1,1205.489046,51.50027255,90.23347105,33.38638429,40.60506197,118.1272901,0.102922334,1539.444448,0
128,1,5,1,64.26286442,349.6795352,348.7317615,0,10.92571132,4,4030.156209,0.380739726,0,0.06797153,0.8,59.86946047,6.5,30.78795585,0,33.54193376,2.092704473,0,0.494117604,0.277264461,224.5329908,95.72408278,0.08,4.940954506,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,4.621787374,11.4070803,0.222115196,0.0565123,76.49047876,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.600996619,0.01,0.222368749,0.0075,0.27,1633.603888,9.258288719,1,2393.10207,115.5446843,179.0969924,66.26588719,80.59364659,1633.603888,9.258288719,4477.465457,4030.156209
128,1,9,1,29.10714286,279.7794735,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.82867617,6.5,22.02762925,0,0,0,5.035846384,0.469229455,0.23828011,124.1656904,52.93496865,0.08,3.044422798,0.135,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,2.261460045,10.8292395,0.116606612,0.005486905,42.3278831,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.332576224,0.01,0.123053203,0.0075,0.15,129.7201545,0.113023003,1,1323.374216,56.53650113,99.10771486,36.6698545,44.59847169,129.7201545,0.113023003,1690.119936,0
128,1,10,1,2,55.84627671,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,54.82867617,6.5,6.57811618,0,0,0,2.542421893,0.469229455,0.23828011,45.02910574,19.19704463,0.08,1.104070179,0.135,0,0.5,0,0.5,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.0225,0.820126101,10.8292395,0.042287781,0.015137273,15.20139552,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.119439536,0.01,0.044192628,0.0075,0.054,38.77613246,0.033784996,1,479.9261157,20.50315251,35.59298181,13.16940327,16.01684181,38.77613246,0.033784996,604.0184126,0
129,1,5,2,54.25102408,324.1636829,348.7317615,0,10.60159773,4,3910.600753,0.386,0,0,0.8,54.51867225,6.5,29.48903583,0,32.54690503,0,0,0.467482104,0.235557647,243.4070276,103.7705612,0.08,6.005731531,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.504271645,0.200620619,0.05483585,69.21108705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0075,0,195.086948,0,1,2594.264029,0,0,0,0,195.086948,0,2789.350977,3910.600753
129,1,9,1,36,440.209411,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.51867225,6.5,30.94570376,0,0,0,7.07465196,0.467482104,0.235557647,176.5086749,75.25010445,0.08,4.355107267,0.135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.504271645,0.145481747,0.003193657,52.93125178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0075,0,230.1867471,0,1,1881.252611,0,0,0,0,230.1867471,0,2111.439358,0
129,1,9,1,18,84.83622858,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,54.51867225,6.5,9.00102332,0,0,0,2.057768915,0.467482104,0.235557647,51.34020255,21.88762454,0.08,1.266748443,0.135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.504271645,0.042315554,0.008836647,15.30869361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0075,0,66.91606865,0,1,547.1906134,0,0,0,0,66.91606865,0,614.1066821,0
130,1,4,1,47.42620151,392.4100328,348.7317615,0,7.322924658,4,2701.199896,0.375479452,0,0.021352313,0.8,60.32244922,6.5,33.10482164,0,22.4813787,0.706864519,0,0.496062966,0.280330288,188.1217986,80.20107227,0.08,4.097215966,0.17,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,1.84530242,12.46451327,0.203347135,0.037877197,71.41039432,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.56108167,0.01,0.121567695,0.0075,0.252,2129.797625,0.634688685,0.263013699,527.3495163,12.13349536,43.97650522,9.528242797,19.78942735,560.1659508,0.166931818,1173.11007,710.4525753
130,1,9,1,36,357.9442606,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,55.72487694,6.5,26.49826409,0,0,0,6.057900554,0.474128266,0.245921995,144.498857,61.60351093,0.08,3.478397885,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,1.244064221,9.571675691,0.119943302,0.004337299,43.58942118,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.342488309,0.01,0.0742058,0.0075,0.154,402.8534641,0,1,1540.087773,31.10160554,102.0615162,22.1133285,45.92768227,402.8534641,0,2144.14537,0
131,1,5,1,36,346.752051,348.7317615,0,5.439004938,4,2006.280312,0.375479452,0,0.1,0.8,59.48900038,6.5,30.17174679,0,16.69774516,3.017174679,0,0.492449799,0.274638456,170.2887079,72.59837545,0.08,3.779589681,0.17,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,1.702250026,10.56083804,0.155958067,0.028132784,55.32324441,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.434682635,0.01,0.094181238,0.0075,0.196,1918.557946,0,1,1814.959386,42.55625065,129.5354251,28.06600878,58.29094131,1918.557946,0,3991.965958,2006.280312
131,1,5,1,96,388.2803877,348.7317615,0,4.665984088,4,1721.136885,0.375479452,0,0.089679715,0.8,59.16117871,6.5,32.84318498,0,14.32457115,2.945367479,0,0.490987367,0.272337595,172.5219418,73.55045947,0.08,3.857358307,0.17,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,1.737275427,10.38918531,0.155435224,0.0241344,55.36461906,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.435007721,0.01,0.094251673,0.0075,0.196,1946.554056,0,1,1838.761487,43.43188568,129.6323009,28.08699853,58.33453541,1946.554056,0,4044.801263,1721.136885
131,1,6,2,96,394.5442722,348.7317615,0,3.889867795,4,1434.851644,0.375479452,0,0.06797153,0.8,57.01845215,6.5,33.23976789,0,11.94189413,2.259357889,0,0.480818097,0.256381213,173.0444953,73.77323721,0.08,4.053932996,0.17,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,1.825808654,9.267219049,0.139069159,0.020120006,49.73894676,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.39080601,0.01,0.084674636,0.0075,0.176,271.0170451,0,1,1844.33093,45.64521634,116.4601911,25.23304139,52.40708597,271.0170451,0,2355.09351,1434.851644
131,1,9,1,30,175.6543805,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,57.01845215,6.5,15.53638985,0,0,0,3.551851711,0.480818097,0.256381213,80.96711809,34.51832662,0.08,1.896825848,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.678408063,9.267219049,0.065070137,0.007156102,23.58063834,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.185276444,0.01,0.04014323,0.0075,0.083,122.214965,0,1,862.9581656,16.96020158,55.21238033,11.96268241,24.84557115,122.214965,0,1094.153966,0
131,1,9,1,30,175.6543805,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,57.01845215,6.5,15.53638985,0,0,0,3.551851711,0.480818097,0.256381213,80.96711809,34.51832662,0.08,1.896825848,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.678408063,9.267219049,0.065070137,0.007156102,23.58063834,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.185276444,0.01,0.04014323,0.0075,0.083,122.214965,0,1,862.9581656,16.96020158,55.21238033,11.96268241,24.84557115,122.214965,0,1094.153966,0
131,1,9,1,24.21428571,195.3825677,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,57.01845215,6.5,16.82752449,0,0,0,3.847024454,0.480818097,0.256381213,87.69580168,37.38693432,0.08,2.054459481,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.734786422,9.267219049,0.07047772,0.006824092,25.54882219,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.200740746,0.01,0.043493828,0.0075,0.09,132.261709,0,1,934.6733579,18.36966054,59.82074224,12.96116082,26.91933401,132.261709,0,1185.005965,0
131,1,10,1,2,32.8380314,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,57.01845215,6.5,4.417115008,0,0,0,1.707201513,0.480818097,0.256381213,27.79013638,11.84763676,0.08,0.651042673,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.23284826,9.267219049,0.022333856,0.016076729,8.020802369,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.06302059,0.01,0.013654461,0.0075,0.028,34.61225825,0,1,296.190919,5.821206511,18.78013583,4.06902943,8.451061125,34.61225825,0,367.9246101,0
131,1,10,1,2,84.83622858,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,57.01845215,6.5,9.00102332,0,0,0,3.478868132,0.480818097,0.256381213,56.62964745,24.14264844,0.08,1.326669166,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.474489032,9.267219049,0.045511055,0.014083958,16.37757874,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.128680976,0.01,0.027880878,0.0075,0.058,70.75603235,0,1,603.566211,11.86222579,38.34693079,8.308501671,17.25611885,70.75603235,0,750.0960205,0
131,1,10,1,2,24.63577254,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,57.01845215,6.5,3.560660043,0,0,0,1.376184275,0.480818097,0.256381213,22.40177763,9.550443384,0.08,0.524808983,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.187700229,9.267219049,0.018003441,0.016449057,6.463165043,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.050782011,0.01,0.011002769,0.0075,0.023,27.8735885,0,1,238.7610846,4.692505716,15.13303929,3.27882518,6.809867682,27.8735885,0,296.548911,0
131,1,10,1,2,19.6696032,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,57.01845215,6.5,3.007478774,0,0,0,1.162381397,0.480818097,0.256381213,18.92145555,8.066694212,0.08,0.443275083,0.135,0,0.833333333,0,0.166666667,0,0,0,0,0,0,0.005,0,0.04,0,0,0,0,0,0.010833333,0.158539273,9.267219049,0.015206441,0.016689543,5.457718162,0,0.005,0,0.005,0,0,0,0,0,0,0.07,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.042882071,0.01,0.009291115,0.0075,0.019,23.58534412,0,1,201.6673553,3.963481817,12.77885724,2.768752402,5.750485758,23.58534412,0,250.5142766,0
