QQNO,system,animal_type,breed,age,live_weight_LW,mature_weight_MW,weight_gain_WG,milk_yield,milk_fat,kg_FPCM_year,Cfi,Ca,Cp,C,dig_energy,Ym,NEm,NEa,NEl,NEp,NEg,REM,REG,GE,EntFerm kgCH4,ASH,VS,bo,mms_pasture,mms_spread,mms_drylot,mms_solidstore,mms_composted,mms_liquid,mms_biogas,mms_burn,MMS%sold,MCFpasture,MCFspread,MCFdrylot,MCFsolidstore,MCFcomposted,MCFliquid,MCFbiogas,MCFburn,MCFsold,Sum of MCF*MMS,MMCH4EF,CP%,N_intake,N_retention,Nex,EF3pasture dep,EF3spread,EF3drylot,EF3solidstore,EF3composted,EF3liquid,EF3biogas,EF3burn,EF3sold,Fracgas/100pasture dep,Fracgas/100spread,Fracgas/100drylot,Fracgas/100solidstore,Fracgas/100composted,Fracgas/100liquid,Fracgas/100biogas,Fracgas/100burn,Fracgas/100sold,Fracleach/100pasture dep,Fracleach/100spread,Fracleach/100drylot,Fracleach/100solidstore,Fracleach/100composted,Fracleach/100liquid,Fracleach/100biogas,Fracleach/100burn,Fracleach/100sold,N2O_direct (kgN2O),EF4,N_volat (kgN2O),EF5,N_leach kgN2O,feed_kgCO2,feed transport_kgCO2,% of year present,EntFerm_kgCO2e,MMCH4_kgCO2e,N2O_direct_kgCO2e,N_volat_kgCO2e,Nleach_kgCO2e,feed_kgCO2,feed_transport_kgCO2,On-farm total kgCO2e,ann FPCM adjusted
215,1,4,1,51.99379252,372.0490957,348.7317615,0,4.186142466,4,1544.138185,0.365309589,0,0.043772242,0.8,62.58323022,6.5,30.94648034,0,12.85145737,1.354596826,0,0.505151498,0.294696274,142.8244344,60.88966229,0.08,2.949648012,0.17,0,0.2,0,0,0,0,0.8,0,0,0,0.005,0,0,0,0,0.1,0,0,0.081,9.932802523,16.8453088,0.208643616,0.021652461,74.50597857,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.117080823,0.01,0.016391315,0.0075,0.053,2142.874371,7.836725959,1,1522.241557,248.3200631,34.89008539,4.884611955,15.70053843,2142.874371,7.836725959,3976.747953,1544.138185
215,1,7,1,5.787878788,143.8044147,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,55.07623565,6.5,13.37165109,0,0,0,5.168102469,0.470605094,0.240424633,90.61888098,38.63311683,0.08,2.21070105,0.135,0,0.2,0,0,0,0,0.8,0,0,0,0.005,0,0,0,0,0.1,0,0,0.081,5.911755607,11.49256941,0.090314908,0.012183908,32.56329952,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.051170899,0.01,0.007163926,0.0075,0.023,290.6309503,0.783672596,1,965.8279206,147.7938902,15.24892798,2.134849917,6.86201759,290.6309503,0.783672596,1429.282229,0
216,3,3,2,20.78571429,314.4798779,483.2014829,0.145692495,0,0,0,0.322,0.105129788,0,1.2,63.38125462,6.5,24.04642498,2.527995557,0,0,1.681978423,0.508127988,0.299417655,91.37745,38.95651395,0.08,1.850789369,0.135,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,0.916536344,12.25468566,0.097110194,0.004355405,35.29084257,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.109140766,0.01,0.110914077,0.0075,0.125,798.0875703,1.567345192,1,973.9128487,22.91340859,330.5239484,33.05239484,37.18394419,798.0875703,1.567345192,2197.24146,0
216,3,6,1,56.52081807,448.1310176,348.7317615,0,10.31,4,3803.03939,0.386,0.095818064,0,0.8,61.78304196,6.5,37.59594956,3.602371093,31.6517,0,0,0.50204879,0.289783649,234.8629262,100.127995,0.08,4.944163922,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,3.083192982,11.720902,0.238725666,0.053327586,82.48817602,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.592485532,0.01,0.259248553,0.0075,0.292,798.0875703,1.567345192,1,2503.199876,77.07982455,772.5606886,77.25606886,86.91307747,798.0875703,1.567345192,4316.664451,3803.03939
216,3,5,1,51.79928328,350.4797567,348.7317615,0,10.31,4,3803.03939,0.386,0.090107694,0,0.8,62.23102757,6.5,31.26687725,2.817386199,31.6517,0,0,0.50380072,0.292556444,209.6704736,89.38781644,0.08,4.366993285,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.72326793,11.88559614,0.21611348,0.053327586,74.67486463,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.346924317,0.01,0.234692432,0.0075,0.264,798.0875703,1.567345192,1,2234.695411,68.08169825,699.3834465,69.93834465,78.68063773,798.0875703,1.567345192,3950.434454,3803.03939
216,3,5,2,55.50286155,316.0419136,348.7317615,0,12.372,4,4563.647268,0.386,0.087807641,0,0.8,62.45504535,6.5,28.93315654,2.540552225,37.98204,0,0,0.504662555,0.293921518,220.3634624,93.94650754,0.08,4.56508989,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.846801468,11.96319868,0.228618049,0.063993103,78.10564587,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.45474887,0.01,0.245474887,0.0075,0.276,798.0875703,1.567345192,1,2348.662689,71.1700367,731.5151633,73.15151633,82.29545588,798.0875703,1.567345192,4106.449776,4563.647268
216,3,5,1,38.57464373,359.9513841,348.7317615,0,6.682029184,4,2464.793423,0.375479452,0.093252016,0.087188612,0.8,62.17693072,6.5,31.02909159,2.893525354,20.51382959,2.70538343,0,0.503591189,0.292224668,182.4932233,77.8014685,0.08,3.805871318,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.373350869,11.8663977,0.187797261,0.03456222,66.17689831,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.079845375,0.01,0.207984538,0.0075,0.234,798.0875703,1.567345192,1,1945.036712,59.33377171,619.7939219,61.97939219,69.72681621,798.0875703,1.567345192,3555.52553,2464.793423
216,3,9,1,15,105.0205893,348.7317615,0.26005656,0,0,0,0.322,0.029969359,0,0.8,65.42828281,6.5,10.56359421,0.316584146,0,0,2.414996054,0.515258633,0.31076547,44.15074826,18.82257866,0.08,0.84917754,0.135,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,0.420524394,13.75282497,0.052656695,0.008434838,19.05757864,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.598952472,0.01,0.059895247,0.0075,0.067,764.4385301,1.567345192,1,470.5644665,10.51310985,178.4878366,17.84878366,20.07988161,764.4385301,1.567345192,1463.499954,0
216,3,9,2,12,128.0440189,348.7317615,0.26005656,0,0,0,0.322,0.031491886,0,0.8,65.52935359,6.5,12.25675047,0.385988183,0,0,2.802076965,0.515592856,0.311298721,51.15574234,21.80898449,0.08,0.981330578,0.135,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,0.485968396,13.21543778,0.058627255,0.007999449,21.22776815,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.667158427,0.01,0.066715843,0.0075,0.075,780.237628,1.567345192,1,545.2246123,12.14920989,198.8132114,19.88132114,22.36648628,780.237628,1.567345192,1580.239814,0
216,3,9,2,15,137.4430295,348.7317615,0.26005656,0,0,0,0.322,0.032054538,0,0.8,65.55895068,6.5,12.92551664,0.414321463,0,0,2.954966942,0.515690422,0.311454411,53.92941384,22.99147068,0.08,1.033742546,0.135,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,0.511923523,13.05807184,0.061070063,0.007827478,22.11609391,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.695077237,0.01,0.069507724,0.0075,0.078,786.3142041,1.567345192,1,574.786767,12.79808806,207.1330166,20.71330166,23.30246437,786.3142041,1.567345192,1626.615187,0
216,3,4,1,46.19737026,389.9456724,348.7317615,0,8.391961383,4,3095.534403,0.375479452,0.095136746,0.054448399,0.8,62.02295765,6.5,32.94877359,3.134639119,25.76332145,1.794007957,0,0.502991779,0.291275777,203.9961052,86.96868995,0.08,4.269973384,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.662766077,11.81073993,0.208940483,0.043406697,72.95293942,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.292806668,0.01,0.229280667,0.0075,0.258,798.0875703,1.567345192,1,2174.217249,66.56915194,683.256387,68.3256387,76.86634353,798.0875703,1.567345192,3868.889685,3095.534403
216,3,4,1,44.02159184,426.5822634,348.7317615,0,7.61584509,4,2809.249162,0.375479452,0.097296668,0.076512456,0.8,61.86426299,6.5,35.24424983,3.429148071,23.38064443,2.696624097,0,0.502369265,0.290290659,208.344163,88.82237677,0.08,4.377472125,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.729802561,11.75175245,0.212328154,0.039392302,74.4468817,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.339759139,0.01,0.233975914,0.0075,0.263,798.0875703,1.567345192,1,2220.559419,68.24506402,697.2482235,69.72482235,78.44042514,798.0875703,1.567345192,3933.87287,2809.249162
216,3,4,1,60.7463738,408.8989252,348.7317615,0,10.41419737,4,3841.474568,0.375479452,0.096272281,0.054448399,0.8,61.93730953,6.5,34.1427228,3.286997798,31.97158591,1.85901658,0,0.502656404,0.290745008,228.8886357,97.58100418,0.08,4.800790292,0.17,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,2.993784828,11.77911321,0.233808577,0.053866538,80.74315317,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.537641957,0.01,0.253764196,0.0075,0.285,798.0875703,1.567345192,1,2439.525105,74.84462071,756.2173031,75.62173031,85.0744466,798.0875703,1.567345192,4230.938121,3841.474568
216,3,7,1,4.484848485,88.69927421,348.7317615,0.419705907,0,0,0,0.322,0.028730214,0,0.8,65.82838709,6.5,9.306704428,0.267383607,0,0,3.59701295,0.516572285,0.312862136,45.6201316,19.44901387,0.08,0.86833739,0.135,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.015,0.430012615,11.62549483,0.045992985,0.013951069,16.55323667,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.520244581,0.01,0.052024458,0.0075,0.059,286.1399499,0.470203558,1,486.2253469,10.75031538,155.0328851,15.50328851,17.44119957,286.1399499,0.470203558,971.5631888,0
217,1,6,1,50.75475117,378.9619359,348.7317615,0,4.738363014,4,1747.835227,0.375479452,0,0.021352313,0.8,66.32219838,6.5,32.25023385,0,14.54677445,0.688617093,0,0.518159322,0.315397833,138.1783279,58.9089098,0.08,2.596073267,0.17,0,0.1,0,0,0,0,0.9,0,0,0,0.005,0,0,0,0,0.1,0,0,0.0905,9.767470603,10.33385595,0.123830022,0.024508774,44.09021131,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.034642309,0.01,0.004849923,0.0075,0.016,3103.929883,76.08513609,1,1472.722745,244.1867651,10.32340805,1.445277127,4.645533622,3103.929883,76.08513609,4913.338748,1747.835227
217,1,5,1,108,363.8625782,348.7317615,0,7.46124092,4,2752.220477,0.375479452,0,0.067710214,0.8,66.39662903,6.5,31.28161882,0,22.90600962,2.11808509,0,0.518395301,0.315775127,163.585716,69.74072079,0.08,3.067351986,0.17,0,0.1,0,0,0,0,0.9,0,0,0,0.005,0,0,0,0,0.1,0,0,0.0905,11.54061048,10.48484468,0.148741101,0.038592625,52.19528894,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.041010584,0.01,0.005741482,0.0075,0.018,3089.129979,76.08513609,1,1743.51802,288.515262,12.22115408,1.710961571,5.499519337,3089.129979,76.08513609,5216.680032,2752.220477
217,1,9,1,23.10714286,290.1841001,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,66.89421509,6.5,22.63920027,0,0,0,5.175660691,0.519951541,0.318265012,89.39949635,38.11326237,0.08,1.654124338,0.135,0,0.1,0,0,0,0,0.9,0,0,0,0.005,0,0,0,0,0.1,0,0,0.0905,4.942175536,11.47536632,0.088966241,0.005329642,32.29961031,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.025378265,0.01,0.003552957,0.0075,0.011,2105.995881,52.96020531,1,952.8315593,123.5543884,7.562723041,1.058781226,3.403225369,2105.995881,52.96020531,3247.366764,0
217,1,7,1,1,42.60808798,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,65.89497754,6.5,5.370007671,0,0,0,2.075491629,0.516788488,0.313207401,25.82546739,11.01004876,0.08,0.490706566,0.135,0,0.1,0,0,0,0,0.9,0,0,0,0.005,0,0,0,0,0.1,0,0,0.0905,1.466127986,9.271302867,0.020764074,0.015662476,7.460182919,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.005861572,0.01,0.00082062,0.0075,0.003,300.8033578,6.710343752,1,275.2512191,36.65319965,1.746748543,0.244544796,0.786036845,300.8033578,6.710343752,622.1954505,0
218,1,5,2,42,247.0529143,348.7317615,0,7.322924658,4,2701.199896,0.375479452,0.011935958,0.076512456,0.8,55.13675009,6.5,23.39799595,0.279277508,22.4813787,1.790238124,0,0.470938727,0.240944905,184.6600679,78.72524908,0.08,4.499319113,0.17,0,0,0.25,0.75,0,0,0,0,0,0,0,0.015,0.04,0,0,0,0,0,0.03375,6.313019956,12.21869159,0.195668676,0.037877197,68.71391266,0,0,0.02,0.005,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0.944816299,0.01,0.296942265,0.0075,0.243,359.404002,2.314973872,1,1968.131227,157.8254989,281.5552571,88.4887951,72.39992326,359.404002,2.314973872,2930.119677,2701.199896
218,1,7,2,6,69.37395738,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,54.65569113,6.5,7.740218552,0,0,0,2.991570924,0.468257835,0.236766066,53.36124189,22.74924463,0.08,1.31296895,0.135,0,0,0.25,0.75,0,0,0,0,0,0,0,0.015,0.04,0,0,0,0,0,0.03375,1.462950624,11.90467347,0.055089271,0.01463207,19.81336847,0,0,0.02,0.005,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0.272433816,0.01,0.085622057,0.0075,0.07,50.50817439,0.923427542,0.449315068,255.5394602,16.433144,36.47776843,11.46444151,9.379997595,22.69408384,0.414909909,352.4038055,0
219,1,5,1,36,363.8625782,348.7317615,0,7.7325,4,2852.279543,0.386,0,0,0.8,58.53345974,6.5,32.1580976,0,23.738775,0,0,0.488119874,0.267830814,195.6396266,83.40611214,0.08,4.435475556,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,7.375929721,9.874067598,0.167523807,0.03999569,58.70060548,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.461219043,0.01,0.276731426,0.0075,0.208,1286.417599,2.163711425,0.367123288,765.5081525,67.69688922,50.45862692,30.27517615,22.70638212,472.2738583,0.794348852,1409.713434,1047.138243
219,1,5,2,60,363.8625782,348.7317615,0,3.147496745,4,1161.013977,0.373550685,0,0.075897758,0.8,58.53345974,6.5,31.12093105,0,9.662815007,2.362008894,0,0.488119874,0.267830814,151.0105842,64.37962462,0.08,3.423660976,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.693342784,9.874067598,0.129308507,0.016280156,46.42922055,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.364801019,0.01,0.218880611,0.0075,0.164,1286.417599,0.721237142,1,1609.490616,142.3335696,108.7107035,65.22642213,48.91981659,1286.417599,0.721237142,3261.819964,1161.013977
220,1,5,5,84,363.8625782,348.7317615,0,5.905912891,4,2178.508182,0.375479452,0,0.1,0.8,65.11914704,6.5,31.28161882,0,18.13115257,3.128161882,0,0.514226269,0.309119138,156.9042912,66.89226071,0.08,3.042019979,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,5.058696703,13.65414203,0.18579022,0.030547825,65.74187758,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.516543324,0.01,0.309925994,0.0075,0.232,3572.827755,17.53467433,1,1672.306518,126.4674176,153.9299105,92.3579463,69.26845973,3572.827755,17.53467433,5704.692681,2178.508182
220,1,2,1,72,291.3588028,483.2014829,0,0,0,0,0.322,0,0,1,56.96745181,6.5,22.70790034,0,0,0,0,0.480562524,0.255981114,82.94692423,35.36236797,0.08,1.94531642,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,2.568926504,11.35439783,0.081674786,0,29.8112969,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.234231618,0.01,0.140538971,0.0075,0.105,213.4598243,0.244897686,1,884.0591991,64.22316261,69.80102231,41.88061339,31.41046004,213.4598243,0.244897686,1305.079179,0
220,1,7,1,11,140.6713104,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,56.00642857,6.5,13.15255182,0,0,0,5.083421268,0.475621796,0.248254642,85.93660739,36.63694538,0.08,2.056613728,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,2.715902391,12.829375,0.09561088,0.012279157,34.46945361,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.270831421,0.01,0.162498853,0.0075,0.122,111.6458649,0,1,915.9236344,67.89755978,80.70776351,48.42465811,36.31849358,111.6458649,0,1260.917974,0
221,1,5,2,84,323.541972,348.7317615,0,4.195980691,4,1547.767202,0.375479452,0.058522639,0.1,0.8,66.28603706,6.5,28.64403176,1.676324341,12.88166072,2.864403176,0,0.518044371,0.315214069,134.1514739,57.19216025,0.08,2.522836324,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,4.195325436,9.673208889,0.112535521,0.021703348,40.18399013,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.315731351,0.01,0.189438811,0.0075,0.142,2199.438627,0,1,1429.804006,104.8831359,94.0879426,56.45276556,42.33957417,2199.438627,0,3927.006051,1547.767202
221,1,7,2,7,50.61263661,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,63.57359651,6.5,6.110124974,0,0,0,2.361544715,0.508828347,0.300529854,31.24907616,13.32227012,0.08,0.629932109,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0.831869445,10.32001129,0.027966683,0.015340724,10.05124382,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.078974059,0.01,0.047384435,0.0075,0.036,265.3482594,0,1,333.0567529,20.79673613,23.53426947,14.12056168,10.59042126,265.3482594,0,667.4470008,0
222,1,5,1,96,440.209411,348.7317615,0,7.148937137,4,2637.021293,0.375479452,0,0.1,0.8,61.19715511,6.5,36.08532886,0,21.94723701,3.608532886,0,0.499699001,0.28606896,201.5722096,85.93532204,0.08,4.302241137,0.17,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.89429611,11.14166822,0.194762119,0.036977261,68.45952739,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.537896287,0.01,0.07530548,0.0075,0.242,1643.153025,2.06884216,1,2148.383051,22.35740274,160.2930934,22.44103308,72.13189204,1643.153025,2.06884216,4070.828339,2637.021293
222,1,7,1,8,75.75715258,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,61.31379174,6.5,8.268440467,0,0,0,3.195727088,0.500172171,0.286816584,45.13380439,19.24168031,0.08,0.96068493,0.135,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.158581462,11.28898109,0.044185554,0.014402435,15.8954485,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.12489281,0.01,0.017484993,0.0075,0.056,234.42864,0.564351255,1,481.0420077,3.964536556,37.21805727,5.210528017,16.74812577,234.42864,0.564351255,779.1762466,0
222,1,3,1,18,281.1069897,483.2014829,0.145692495,0,0,0,0.322,0,0,1.2,62.48740583,6.5,22.10597146,0,0,0,1.546249268,0.504786277,0.294117541,78.49579187,33.46473786,0.08,1.624866578,0.135,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0.268218757,11.06611434,0.07532951,0.004508073,27.37132032,0,0.005,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.215060374,0.01,0.030108452,0.0075,0.097,808.4226131,2.06884216,1,836.6184466,6.705468926,64.08799144,8.972318801,28.83959615,808.4226131,2.06884216,1755.715277,0
223,1,5,1,45.19604987,389.6926081,348.7317615,0,9.789589799,4,3611.0762,0.375479452,0,0.1,0.8,66.16427039,6.5,32.93273514,0,30.05404068,3.293273514,0,0.517655832,0.314593054,193.5165819,82.50100458,0.08,3.650999339,0.17,0,0,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.015,2.276772316,8.09387399,0.135830793,0.050635809,47.06780507,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1.479273874,0.01,0.147927387,0.0075,0.166,1347.378517,0.489795372,1,2062.525114,56.91930789,440.8236144,44.08236144,49.59265662,1347.378517,0.489795372,4001.811367,3611.0762
223,1,5,1,54.73917525,374.3101997,348.7317615,0,8.391961383,4,3095.534403,0.375479452,0,0.1,0.8,66.1568612,6.5,31.95287361,0,25.76332145,3.195287361,0,0.517632117,0.314555156,177.8701464,75.8305341,0.08,3.356461499,0.17,0,0,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.015,2.093097782,8.141461045,0.125582471,0.043406697,43.84794299,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1.378078208,0.01,0.137807821,0.0075,0.155,1325.736573,0.489795372,1,1895.763352,52.32744455,410.6673061,41.06673061,46.20007194,1325.736573,0.489795372,3772.251274,3095.534403
223,1,12,1,24,256.4960769,348.7317615,0.26005656,0,0,0,0.322,0,0.1,0.8,66.32456964,6.5,20.6379434,0,0,2.06379434,4.718143358,0.518166853,0.315409873,88.61030757,37.77681127,0.08,1.664692116,0.135,0,0,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.015,0.824378425,7.064319249,0.054284791,0.005844258,19.69815106,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.619084747,0.01,0.061908475,0.0075,0.07,262.6065152,0,1,944.4202817,20.60946063,184.4872548,18.44872548,20.75481616,262.6065152,0,1451.327054,0
223,1,10,1,1,17.87963413,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,66.32456964,6.5,2.799786032,0,0,0,1.082108784,0.518166853,0.315409873,13.31942872,5.678408741,0.08,0.250227638,0.135,0,0,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.015,0.123916167,7.064319249,0.0081598,0.016779833,2.928351261,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.092033897,0.01,0.00920339,0.0075,0.01,35.63002969,0,0.083333333,11.83001821,0.258158681,2.285508437,0.228550844,0.257119699,2.969169141,0,17.82852501,0
223,1,10,1,1.277777778,34.55458423,348.7317615,0.419705907,0,0,0,0.322,0,0,0.8,66.32456964,6.5,4.589180352,0,0,0,1.773704246,0.518166853,0.315409873,21.83211856,9.30758334,0.08,0.410152686,0.135,0,0,1,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.015,0.20311325,7.064319249,0.013374877,0.016001927,4.803711573,0,0,0.02,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.150973792,0.01,0.015097379,0.0075,0.017,58.59160439,0,0.106481481,24.77713158,0.540694993,4.790622094,0.479062209,0.538944986,6.238920837,0,37.3653767,0
224,1,6,1,60,433.4890272,348.7317615,0,6.892164384,4,2542.305784,0.375479452,0,0.021352313,0.8,56.6574202,6.5,35.67136735,0,21.15894466,0.761666207,0,0.478994703,0.253527628,212.214224,90.47228148,0.08,5.009770909,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,8.330948436,10.92494188,0.201056092,0.035649126,70.76934567,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.556044859,0.01,0.333626915,0.0075,0.25,1329.177641,0.403892799,1,2261.807037,208.2737109,165.7013679,99.42082075,74.56561557,1329.177641,0.403892799,4139.350086,2542.305784
224,1,12,1,30,271.0891915,348.7317615,0.26005656,0,0,0,0.322,0,0.1,0.8,55.88534369,6.5,21.51245741,0,0,2.151245741,4.918070376,0.474982095,0.24725537,124.739059,53.17941015,0.08,2.992755987,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,3.952143774,9.620645901,0.104071139,0.00561938,37.77250801,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.296783992,0.01,0.178070395,0.0075,0.134,380.8055216,0.115397943,1,1329.485254,98.80359435,88.44162948,53.06497769,39.79873327,380.8055216,0.115397943,1990.515108,0
224,1,9,1,15,211.397671,348.7317615,0.26005656,0,0,0,0.322,0,0,0.8,56.36435901,6.5,17.85175921,0,0,0,4.081179871,0.477490015,0.251174416,95.15774855,40.56815066,0.08,2.260308032,0.135,0,0,0,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,2.984894978,9.597323816,0.079198675,0.006560714,28.71786259,0,0,0,0.005,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.225640349,0.01,0.135384209,0.0075,0.102,359.4993557,0.115397943,1,1014.203767,74.62237445,67.24082398,40.34449439,30.25837079,359.4993557,0.115397943,1586.284584,0
