"enteric_CH4","milk_yield","enteric_CH4_CO2eq","mm_CH4_CO2eq","mm_N2O_CO2eq","feed_CO2","on_farm","pc_enteric_CH4","pc_milk_yield","pc_enteric_CH4_CO2eq","pc_mm_CH4_CO2eq","pc_mm_N2O_CO2eq","pc_feed_CO2","pc_on_farm"
85.9965101085656,5724.09826464044,6526.46639413063,1279.30421296289,657.24122408475,408.797342544094,8871.80917372236,28.6655033695219,1908.03275488015,2175.48879804354,426.434737654298,219.08040802825,136.265780848031,2957.26972457412
73.1342009438418,5703.3764145831,5022.62798715237,1405.92836360972,554.215076698512,315.113999103922,7297.88542656452,24.3780669812806,1901.1254715277,1674.20932905079,468.642787869905,184.738358899504,105.037999701307,2432.62847552151
55.8608515511489,5799.99326030999,7823.90839333448,949.661604008272,970.994010601431,522.083729003787,10266.647736948,18.620283850383,1933.33108677,2607.96946444483,316.553868002757,323.664670200477,174.027909667929,3422.21591231599
42.463712194227,5779.60860806599,7149.8757566844,1079.71558926627,1305.19040793886,402.54093113867,9937.3226850282,14.154570731409,1926.53620268866,2383.2919188948,359.905196422089,435.063469312955,134.180310379557,3312.4408950094
86.0725559071275,4486.11384049236,6103.52422764545,1318.81245707939,930.833228829978,507.517161271972,8860.68707482679,28.6908519690425,1495.37128016412,2034.50807588182,439.604152359798,310.277742943326,169.172387090657,2953.5623582756
81.9275043696666,3655.55475705648,5573.95348034245,555.194279673866,709.535157772315,538.11970557212,7376.80262336076,27.3091681232222,1218.51825235216,1857.98449344748,185.064759891289,236.511719257438,179.373235190707,2458.93420778692
67.0097080962988,4665.60557965639,5570.95664048888,1126.75928791739,533.29079563128,331.928890273206,7562.93561431076,22.3365693654329,1555.20185988546,1856.98554682963,375.586429305795,177.76359854376,110.642963424402,2520.97853810359
66.7410478627827,5406.4965378517,5070.85575951415,827.513378142294,857.152206329958,490.338460225913,7245.85980421231,22.2470159542609,1802.16551261723,1690.28525317138,275.837792714098,285.717402109986,163.446153408638,2415.2866014041
56.1700192539162,5424.03129332162,6096.73055034003,1988.47648576088,1132.04377666311,359.724161477523,9576.97497424154,18.7233397513054,1808.01043110721,2032.24351678001,662.825495253627,377.347925554369,119.908053825841,3192.32499141385
72.8021354860786,6171.61774536432,7314.22905201004,2344.90122823865,1440.04661236536,344.55620448198,11443.733097096,24.2673784953595,2057.20591512144,2438.07635067001,781.633742746217,480.01553745512,114.85206816066,3814.57769903201
74.3526398865758,1028.13160175946,3843.78994871664,1351.84219911301,690.921058745798,55.8740378981965,5942.42724447364,24.7842132955253,342.710533919819,1281.26331623888,450.614066371003,230.307019581933,18.6246792993988,1980.80908149121
61.1549021799954,1708.05152888148,4965.12575661503,1362.68733238214,1200.9042586013,67.4880608646566,7596.20540846312,20.3849673933318,569.35050962716,1655.04191887168,454.229110794045,400.301419533767,22.4960202882189,2532.06846948771
62.5511756567338,1141.40632323887,4970.29647320335,889.753206358168,890.252477438129,77.5280396023922,6827.83019660204,20.8503918855779,380.468774412956,1656.76549106778,296.584402119389,296.75082581271,25.8426798674641,2275.94339886735
49.506887788302,1628.62523737377,3871.42787359535,756.490714989009,900.876590478115,49.6202990972008,5578.41547815967,16.502295929434,542.875079124588,1290.47595786512,252.163571663003,300.292196826038,16.5400996990669,1859.47182605322
68.0660686540928,1426.38754526909,5406.74978491755,1047.3490715719,980.685515525214,63.8250897183738,7498.60946173304,22.6886895513643,475.462515089696,1802.24992830585,349.116357190633,326.895171841738,21.2750299061246,2499.53648724435
31.0016998597635,1626.22961692221,4071.30451318863,962.952272861709,980.118485543363,60.1193716434333,6074.49464323714,10.3338999532545,542.076538974071,1357.10150439621,320.984090953903,326.706161847788,20.0397905478111,2024.83154774571
49.7299698795515,1162.54965021067,3839.76269857217,971.519172832387,903.516454803521,62.2273236172652,5777.02564982534,16.5766566265172,387.516550070222,1279.92089952406,323.839724277462,301.172151601174,20.7424412057551,1925.67521660845
75.0066013970624,1446.79344214867,4083.68732094347,767.703489986515,1052.21130693183,52.0490238087399,5955.65114167055,25.0022004656875,482.264480716224,1361.22910698116,255.901163328838,350.737102310611,17.3496746029133,1985.21704722352
75.5031293150932,1639.02607074202,6623.43820741556,1173.7758423949,784.304957763157,55.4149202141783,8636.9339277878,25.1677097716977,546.342023580672,2207.81273580519,391.258614131632,261.434985921052,18.4716400713928,2878.97797592927
35.3237400519639,1239.12250657751,3136.0929545318,472.805897125153,522.73205343976,70.8243499531879,4202.45525504991,11.7745800173213,413.040835525837,1045.36431817727,157.601965708384,174.244017813253,23.6081166510626,1400.81841834997
72.8462706147039,5258.06392174961,6562.54029478155,823.546047340347,812.491089103658,813.709277080433,9012.28670830599,24.2820902049013,1752.68797391654,2187.51343159385,274.515349113449,270.830363034553,271.236425693478,3004.09556943533
38.0481749045713,3262.75799098763,6314.27887942704,1182.04152714904,993.742204674603,769.417536527846,9259.48014777853,12.6827249681904,1087.58599699588,2104.75962647568,394.013842383013,331.247401558201,256.472512175949,3086.49338259284
51.0040914801811,3132.53882077949,5168.52864387266,1031.17377249703,809.219452226032,697.209931091859,7706.13179968759,17.001363826727,1044.1796069265,1722.84288129089,343.724590832345,269.739817408677,232.403310363953,2568.71059989586
26.146155953716,5320.30091688345,4991.50973852483,852.035146192758,1309.49757241294,773.93351796999,7926.97597510052,8.71538531790533,1773.43363896115,1663.83657950828,284.011715397586,436.499190804314,257.97783932333,2642.32532503351
