"enteric_CH4","milk_yield","enteric_CH4_CO2eq","mm_CH4_CO2eq","mm_N2O_CO2eq","feed_CO2","on_farm","pc_enteric_CH4","pc_milk_yield","pc_enteric_CH4_CO2eq","pc_mm_CH4_CO2eq","pc_mm_N2O_CO2eq","pc_feed_CO2","pc_on_farm","CO2eq_per_milk"
48.8753716782745,5236.74054336802,6609.7101168628,1487.22213918093,1030.68398508359,1246.93376821968,10374.550009347,16.2917905594248,1745.58018112267,2203.23670562093,495.740713060311,343.561328361196,415.64458940656,3458.183336449,1.98110827210748
70.4413643547921,5466.65461907747,6693.82713043789,1178.73669990756,2036.97114421735,1050.103128977,10959.6381035398,23.4804547849307,1822.21820635916,2231.27571014596,392.912233302521,678.990381405783,350.034376325666,3653.21270117993,2.0048162664773
53.9847878191567,5825.01149931617,6100.58351200758,1262.25498114628,1126.22167209823,1649.47619687077,10138.5363621229,17.9949292730522,1941.67049977206,2033.52783733586,420.751660382092,375.407224032744,549.825398956924,3379.51212070762,1.74051782787262
66.9404545229652,5215.24543892265,5744.79621817697,1858.97714624184,1290.67236268051,1309.20099927562,10203.6467263749,22.3134848409884,1738.41514630755,1914.93207272566,619.659048747281,430.224120893503,436.400333091872,3401.21557545831,1.95650364798225
69.8585236576592,4919.4768577126,4477.12929996297,1015.79530395895,686.084693484201,1100.70738587714,7279.71668328326,23.2861745525531,1639.82561923753,1492.37643332099,338.598434652982,228.694897828067,366.902461959048,2426.57222776109,1.47977455608321
80.0449326495954,5106.38770215683,5144.62874821693,1737.64224061244,2032.82801450513,1730.27994401525,10645.3789473497,26.6816442165318,1702.12923405228,1714.87624940564,579.214080204147,677.609338168376,576.759981338416,3548.45964911658,2.08471811547982
101.200695065878,5416.26904269549,6808.1134342919,1889.76426701032,657.989208396189,1439.19016455744,10795.0570742558,33.7335650219593,1805.42301423183,2269.37114476397,629.921422336775,219.329736132063,479.730054852479,3598.35235808528,1.99307992072778
130.170027633405,4842.85136388927,8408.54644393739,1977.27707107431,1246.86374510213,1328.54641339908,12961.2336735129,43.390009211135,1614.28378796309,2802.8488146458,659.092357024769,415.621248367376,442.84880446636,4320.4112245043,2.67636412923146
39.8299472616613,3395.72015326057,4510.53409835524,822.257600801825,802.671229243363,1619.44736018313,7754.91028858355,13.2766490872204,1131.90671775352,1503.51136611841,274.085866933942,267.557076414454,539.815786727709,2584.97009619452,2.28373067820012
65.7068566110142,6218.09418440909,8489.71599535206,1221.12238541748,539.267858680123,1227.58112393503,11477.6873633847,21.9022855370047,2072.6980614697,2829.90533178402,407.04079513916,179.755952893374,409.193707978342,3825.89578779489,1.84585292904749
105.850777268822,1738.72511194527,4697.05526739262,899.208440513544,583.894171222741,183.801538779599,6363.9594179085,35.2835924229407,579.575037315089,1565.68508913087,299.736146837848,194.63139040758,61.2671795931998,2121.3198059695,3.66012969743594
62.9256313993008,1687.23933248189,4330.64495727486,1025.45619221899,608.430409288539,184.953566734009,6149.4851255164,20.9752104664336,562.413110827296,1443.54831909162,341.818730739662,202.810136429513,61.6511889113362,2049.82837517213,3.64470232949741
30.0358636682861,1015.42221447608,3708.73858746841,611.856007469429,782.154128335878,169.746182224505,5272.49490549822,10.0119545560954,338.474071492028,1236.2461958228,203.95200248981,260.718042778626,56.5820607415015,1757.49830183274,5.19241634694649
66.6528388952323,1773.60509528126,4815.48635003436,874.629219480193,782.897847600143,183.018307713426,6656.03172482812,22.2176129650774,591.201698427086,1605.16211667812,291.543073160064,260.965949200048,61.0061025711419,2218.67724160937,3.75282623089927
41.6402645500258,1210.84107683367,3577.54685193005,554.248706038266,1298.61362832004,143.160942303377,5573.57012859173,13.8800881833419,403.613692277891,1192.51561731002,184.749568679422,432.871209440013,47.7203141011256,1857.85670953058,4.60305669771835
76.7345336930744,1259.01708096988,4420.07520454539,723.889748970227,1132.72395721392,197.605755739963,6474.2946664695,25.5781778976915,419.672360323293,1473.35840151513,241.296582990076,377.574652404638,65.8685852466544,2158.0982221565,5.14234061183829
31.9875847558062,1547.88268093374,4266.94743452272,1048.4464152535,1336.93232531408,164.967002412492,6817.29317750279,10.6625282519354,515.960893644579,1422.31581150757,349.482138417834,445.644108438027,54.989000804164,2272.4310591676,4.40426994983261
68.3870020567844,1322.8296962335,3727.20900723288,655.18793597181,701.432153324432,212.689861414921,5296.51895794404,22.7956673522615,440.943232077834,1242.40300241096,218.39597865727,233.810717774811,70.8966204716404,1765.50631931468,4.00393109787665
47.8393412005943,1561.47425989765,3402.87544719092,418.111742464132,1044.84655257574,168.972916046016,5034.80665827681,15.9464470668648,520.491419965884,1134.29181573031,139.370580821377,348.282184191913,56.324305348672,1678.26888609227,3.22439299038258
66.2249751713477,1170.64743420538,4049.76218813907,683.695343970568,832.029974909529,165.036659663277,5730.52416668245,22.0749917237826,390.215811401794,1349.92072937969,227.898447990189,277.343324969843,55.012219887759,1910.17472222748,4.89517509648175
23.2718405046476,3883.17126520797,5870.28441578073,972.923406081047,1116.20576774293,2504.38405910764,10463.7976487123,7.75728016821586,1294.39042173599,1956.76147192691,324.307802027016,372.068589247643,834.794686369212,3487.93254957078,2.69465262644086
23.3384932847475,4168.94465679719,4834.32607518482,998.93802083091,1224.19387623252,2236.69515041804,9294.15312266629,7.77949776158249,1389.6482189324,1611.44202506161,332.97934027697,408.06462541084,745.565050139348,3098.05104088876,2.22937790923004
