"enteric_CH4","milk_yield","enteric_CH4_CO2eq","mm_CH4_CO2eq","mm_N2O_CO2eq","feed_CO2","on_farm","pc_enteric_CH4","pc_milk_yield","pc_enteric_CH4_CO2eq","pc_mm_CH4_CO2eq","pc_mm_N2O_CO2eq","pc_feed_CO2","pc_on_farm"
98.4512536473796,4885.248987,5596.39611512647,1038.71604797229,1206.91584271706,440.688512444,8282.71651825983,32.8170845491265,1628.416329,1865.46537170882,346.238682657431,402.305280905687,146.896170814667,2760.90550608661
59.6034789878995,3898.430607,5132.98983743331,797.068997353429,1434.67605497764,375.935112823,7740.67000258738,19.8678263292998,1299.476869,1710.99661247777,265.689665784476,478.225351659213,125.311704274333,2580.22333419579
62.5803990184059,6363.26911,6827.86967011914,1028.91454503019,755.496236656363,424.932969894,9037.2134216997,20.8601330061353,2121.08970333333,2275.95655670638,342.971515010064,251.832078885454,141.644323298,3012.4044738999
62.9771533764538,6805.205927,7784.24440369251,1929.77162076708,1870.83871497598,254.562618285,11839.4173577206,20.9923844588179,2268.40197566667,2594.74813456417,643.257206922359,623.612904991994,84.854206095,3946.47245257352
89.6369352150737,5669.834372,8001.09500810507,1420.85934830348,861.122046120851,486.402200703,10769.4786032324,29.8789784050246,1889.94479066667,2667.03166936836,473.619782767827,287.040682040284,162.134066901,3589.82620107747
14.9080128522647,5644.108223,5788.46778726125,1360.80597989203,734.722828956481,451.212866623,8335.20946273276,4.96933761742157,1881.36940766667,1929.48926242042,453.601993297344,244.90760965216,150.404288874333,2778.40315424425
38.0265253476623,5906.367439,5478.18618331092,918.160285261062,814.175685540975,461.38041166,7671.90256577295,12.6755084492208,1968.78914633333,1826.06206110364,306.053428420354,271.391895180325,153.793470553333,2557.30085525765
69.0777485349982,5619.270703,6789.73538005705,1051.91944308064,1190.82768989565,420.369690592,9452.85220362535,23.0259161783327,1873.09023433333,2263.24512668568,350.639814360215,396.94256329855,140.123230197333,3150.95073454178
36.7892911044171,5961.141529,3952.90711997809,689.484870575058,990.926066970371,461.268167772,6094.58622529551,12.2630970348057,1987.04717633333,1317.63570665936,229.828290191686,330.308688990124,153.756055924,2031.52874176517
69.6961437715804,6254.673069,7993.35969009965,2006.89563846729,1214.71855063143,530.935078677,11745.9089578754,23.2320479238601,2084.891023,2664.45323003322,668.96521282243,404.90618354381,176.978359559,3915.30298595846
51.9777959715966,1832.4577165,4811.83305731899,834.215385839601,1168.90578745278,80.789328777,6895.74355938837,17.3259319905322,610.819238833333,1603.94435243966,278.071795279867,389.635262484261,26.929776259,2298.58118646279
74.0486475625315,1187.23696,3815.7333620497,514.088796637596,765.374786866429,57.061163985,5152.25810953872,24.6828825208438,395.745653333333,1271.91112068323,171.362932212532,255.124928955476,19.020387995,1717.41936984624
18.1608835478912,1861.4162325,4410.8020877885,934.313745313843,837.786909359649,49.390908763,6232.29365122499,6.05362784929705,620.4720775,1470.26736259617,311.437915104614,279.262303119883,16.4636362543333,2077.431217075
60.0167351992164,1184.75277,4286.33046690862,925.259539065103,781.673571287589,44.180359081,6037.44393634231,20.0055783997388,394.91759,1428.77682230287,308.419846355034,260.557857095863,14.7267863603333,2012.4813121141
